ISBN,Book-Title,Book-Author,Year-Of-Publication,Book-Publisher,Year-Of-Publication-Bin,Book-Author-Encode,Book-Publisher-Encode,Year-Of-Publication-Bin-Encode,Filtered-Title
1878424319,four agreement practical guide personal freedom,Don Miguel Ruiz,1997,Amber-Allen Publishing,"[1980, 2000)",1534,50,4,four agreement practical guide personal freedom
8478800336,c mo ser una mujer morir en el intento colecci n el papagayo,Carmen Rico-Godoy,1990,Ediciones Temas de Hoy,"[1980, 2000)",884,354,4,c mo ser una mujer morir en el intento colecci n el papagayo
1853260622,war peace wordsworth classic,Leo Tolstoy,1997,NTC/Contemporary Publishing Company,"[1980, 2000)",3756,775,4,war peace wordsworth classic
0312283784,alice tulip,Sandra Dallas,2001,St. Martin's Griffin,"[2000, 2020)",5543,1123,5,alice tulip
0345297709,centaur aisle,Piers Anthony,1982,Ballantine Books,"[1980, 2000)",5020,111,4,centaur aisle
0345313097,crewel lye,Piers Anthony,1985,Ballantine Books,"[1980, 2000)",5020,111,4,crewel lye
0345335465,dragonflight dragonriders pern trilogy paperback,Anne McCaffrey,1991,Del Rey Books,"[1980, 2000)",356,282,4,dragonflight dragonriders pern trilogy 
0385333404,dating big bird,Laura Zigman,2000,Dial Books,"[2000, 2020)",3691,302,5,dating big bird
044021145X,firm,John Grisham,1992,Bantam Dell Publishing Group,"[1980, 2000)",3079,118,4,firm
0449212084,murder kennedy center capital crime mystery,Margaret Truman,1990,Fawcett Books,"[1980, 2000)",4109,410,4,murder kennedy center capital crime mystery
0553582682,guinness world record guinness book record,Nic Kynaston,2000,Bantam Books,"[2000, 2020)",4638,113,5,guinness world record guinness  record
0843136685,sheldon mr levine excruciating correspondence,Sam Bobrick,1994,Price Stern Sloan,"[1980, 2000)",5525,933,4,sheldon mr levine excruciating correspondence
0553210092,scarlet letter,NATHANIEL HAWTHORNE,1965,Bantam,"[1960, 1980)",4548,112,3,scarlet letter
0553258524,dragonsong harper hall trilogy,Anne McCaffrey,1977,Bantam,"[1960, 1980)",356,112,3,dragonsong harper hall trilogy
055358099X,cloud nine,Luanne Rice,2000,Bantam Books,"[2000, 2020)",3916,113,5,cloud nine
0316168815,lovely bone,Alice Sebold,2004,Back Bay Books,"[2000, 2020)",182,102,5,lovely bone
014023828X,tortilla curtain,T. Coraghessan Boyle,1996,Penguin Books,"[1980, 2000)",5926,860,4,tortilla curtain
0345424719,widow one year,JOHN IRVING,1999,Ballantine Books,"[1980, 2000)",2557,111,4,widow one year
0375726403,empire fall,Richard Russo,2002,Vintage Books USA,"[2000, 2020)",5222,1257,5,empire fall
0385503857,oryx crake,Margaret Atwood,2003,Nan A. Talese,"[2000, 2020)",4091,777,5,oryx crake
0425156842,sophie world novel history philosophy berkeley signature edition,Jostein Gaarder,1997,Berkley Publishing Group,"[1980, 2000)",3232,145,4,sophie world  history philosophy berkeley signature edition
0440226104,black blue,ANNA QUINDLEN,1999,Dell,"[1980, 2000)",57,287,4,black blue
0452277337,le divorce william abraham book,Diane Johnson,1997,Plume Books,"[1980, 2000)",1499,911,4,le divorce william abraham
0553802488,face,DEAN KOONTZ,2003,Bantam,"[2000, 2020)",1222,112,5,face
0671021001,come undone oprah book club,Wally Lamb,1998,Pocket,"[1980, 2000)",6281,913,4,come undone oprah  club
0767903579,falling leaf true story unwanted chinese daughter,Adeline Yen Mah,1999,Broadway Books,"[1980, 2000)",87,193,4,falling leaf true  unwanted chinese daughter
0805063897,nickel dimed getting america,Barbara Ehrenreich,2002,Owl Books,"[2000, 2020)",516,831,5,nickel dimed getting america
0679777431,game king lymond chronicle,DOROTHY DUNNETT,1997,Vintage,"[1980, 2000)",1240,1254,4,game king lymond chronicle
0553285343,russia house,JOHN LE CARRE,1990,Bantam,"[1980, 2000)",2560,112,4,russia house
0671002481,first wife club movie tie,Olivia Goldsmith,1996,Pocket,"[1980, 2000)",4711,913,4,first wife club movie tie
0842329129,left behind novel earth last day left behind,Tim Lahaye,1996,Tyndale House Publishers,"[1980, 2000)",6077,1217,4,left behind  earth last day left behind
0345451260,househusband,AD HUDLER,2002,Ballantine Books,"[2000, 2020)",28,111,5,househusband
0380973545,letter nut,Ted L. Nancy,1999,William Morrow,"[1980, 2000)",5989,1305,4,letter nut
0743424425,shining,Stephen King,2001,Pocket,"[2000, 2020)",5762,913,5,shining
0786868015,diary ellen rimbauer life rose red,Joyce Reardon,2001,Hyperion,"[2000, 2020)",3238,579,5,diary ellen rimbauer life rose red
0446610178,sky falling,Sidney Sheldon,2001,Warner Books,"[2000, 2020)",5670,1277,5,sky falling
0743229878,mount vernon love story novel george martha washington,Mary Higgins Clark,2002,Simon & Schuster,"[2000, 2020)",4239,1087,5,mount vernon love   george martha washington
0380732335,florida road kill novel,Tim Dorsey,2000,HarperTorch,"[2000, 2020)",6069,528,5,florida road kill
0385337132,th hour,JODI COMPTON,2003,Delacorte Press,"[2000, 2020)",2552,285,5,th hour
0440235057,cool,Elmore Leonard,2000,Dell Publishing Company,"[2000, 2020)",1812,290,5,cool
0060915544,bean tree,Barbara Kingsolver,1989,Perennial,"[1980, 2000)",527,878,4,bean tree
0060917016,homeland story,Barbara Kingsolver,1990,Perennial,"[1980, 2000)",527,878,4,homeland
0060925000,suitable boy novel,Vikram Seth,1994,Perennial,"[1980, 2000)",6229,878,4,suitable boy
0060932759,daughter fortune,Isabel Allende,2000,Perennial,"[2000, 2020)",2460,878,5,daughter fortune
0061000280,fly wall,Tony Hillerman,1990,HarperTorch,"[1980, 2000)",6140,528,4,fly wall
0312195516,red tent bestselling backlist,Anita Diamant,1998,Picador USA,"[1980, 2000)",301,898,4,red tent bestselling backlist
0380792664,right hand amon,Lauren Haney,1997,Avon,"[1980, 2000)",3701,94,4,right hand amon
0399137807,cat,Lilian Jackson Braun,1992,Putnam Pub Group,"[1980, 2000)",3786,952,4,cat
039914739X,isle dog,Patricia Daniels Cornwell,2001,Putnam Publishing Group,"[2000, 2020)",4813,954,5,isle dog
0451203046,light penny candle,Maeve Binchy,2001,Signet Book,"[2000, 2020)",4047,1081,5,light penny candle
0451410556,blue last richard jury mystery richard jury mystery paperback,Martha Grimes,2002,Onyx Books,"[2000, 2020)",4196,818,5,blue last richard jury mystery richard jury mystery 
0486281965,country pointed fir dover thrift edition,Sarah Orne Jewett,1994,Dover Publications,"[1980, 2000)",5572,329,4,country pointed fir dover thrift edition
081296666X,thing girlfriend argued novel,Mil Millington,2003,Villard Books,"[2000, 2020)",4475,1253,5,thing girlfriend argued
0312278586,nanny diary novel,Emma McLaughlin,2002,St. Martin's Press,"[2000, 2020)",1835,1126,5,nanny diary
8845229041,biblioteca universale rizzoli sulla sponda del fiume piedra,P Coelho,1900,Fabbri - RCS Libri,"[1900, 1920)",4730,394,0,biblioteca universale rizzoli sulla sponda del fiume piedra
0312288115,confession sociopathic social climber katya livingston chronicle katya livingston chronicle hardcover,Adele Lang,2002,Thomas Dunne Books,"[2000, 2020)",86,1171,5,confession sociopathic social climber katya livingston chronicle katya livingston chronicle hardcover
0380710218,postmortem,Patricia Daniels Cornwell,1993,Harper Mass Market Paperbacks (Mm),"[1980, 2000)",4813,508,4,postmortem
0515118656,cove,Catherine Coulter,1996,Jove Books,"[1980, 2000)",951,625,4,cove
0553289063,inconvenient woman,Dominick Dunne,1991,Bantam Books,"[1980, 2000)",1524,113,4,inconvenient woman
0671000306,shock wave dirk pitt adventure paperback,Clive Cussler,1996,Pocket,"[1980, 2000)",1120,913,4,shock wave dirk pitt adventure 
0671673688,pretty one sleep,Mary Higgins Clark,1990,Pocket,"[1980, 2000)",4239,913,4,pretty one sleep
0618173870,everything illuminated novel,Jonathan Safran Foer,2002,Houghton Mifflin Company,"[2000, 2020)",3182,573,5,everything illuminated
0156027321,life pi,Yann Martel,2003,Harvest Books,"[2000, 2020)",6412,541,5,life pi
0385721420,three june,JULIA GLASS,2003,Anchor,"[2000, 2020)",2580,58,5,three june
0451202341,back road,Tawni O'Dell,2001,Signet Book,"[2000, 2020)",5983,1081,5,back road
0743418190,shoe novel,Jennifer Weiner,2002,Atria Books,"[2000, 2020)",2893,87,5,shoe
0385335407,kiss,Danielle Steel,2001,Delacorte Press,"[2000, 2020)",1295,285,5,kiss
0060923245,sweet hereafter movie tie novel,Russell Banks,1992,Perennial,"[1980, 2000)",5440,878,4,sweet hereafter movie tie
0486272664,rime ancient mariner poem,Samuel Taylor Coleridge,1992,Dover Publications,"[1980, 2000)",5536,329,4,rime ancient mariner poem
0060913509,country ri,Bobbie Ann Mason,1986,Perennial,"[1980, 2000)",706,878,4,country ri
0553272837,brazen virtue,Nora Roberts,1996,Bantam Books,"[1980, 2000)",4684,113,4,brazen virtue
0440225078,ghost moon,Karen Robards,2001,Dell Publishing Company,"[2000, 2020)",3389,290,5,ghost moon
0425181111,stranger,Dean R. Koontz,2002,Berkley Publishing Group,"[2000, 2020)",1417,145,5,stranger
0380732688,milk honey peter decker rina lazarus novel,Faye Kellerman,2002,Avon,"[2000, 2020)",1942,94,5,milk honey peter decker rina lazarus
0140286276,deep end ocean oprah book club,Jacquelyn Mitchard,1999,Penguin Books,"[1980, 2000)",2625,860,4,deep end ocean oprah  club
0373484100,night tale,Nora Roberts,2000,Silhouette,"[2000, 2020)",4684,1085,5,night tale
0449907481,thousand acre ballantine reader circle,JANE SMILEY,1992,Ballantine Books,"[1980, 2000)",2530,111,4,thousand acre ballantine reader circle
0553107305,chopping spree,DIANE MOTT DAVIDSON,2002,Bantam,"[2000, 2020)",1232,112,5,chopping spree
080213825X,four blonde,Candace Bushnell,2001,Grove Press,"[2000, 2020)",853,475,5,four blonde
0515127833,river end,Nora Roberts,2003,Jove Books,"[2000, 2020)",4684,625,5,river end
0345441133,summer island,KRISTIN HANNAH,2002,Ballantine Books,"[2000, 2020)",3360,111,5,summer island
0515134279,straw men,Michael Marshall,2002,Jove Books,"[2000, 2020)",4403,625,5,straw men
0385490992,street lawyer,John Grisham,1998,Doubleday Books,"[1980, 2000)",3079,326,4,street lawyer
0385424728,chamber,John Grisham,1994,Doubleday Books,"[1980, 2000)",3079,326,4,chamber
0312980388,warlock novel ancient egypt,Wilbur Smith,2002,St. Martin's Paperbacks,"[2000, 2020)",6328,1125,5,warlock  ancient egypt
0385472951,partner,John Grisham,1997,Doubleday Books,"[1980, 2000)",3079,326,4,partner
0451195663,primal scream,Michael Slade,1998,Signet Book,"[1980, 2000)",4428,1081,4,primal scream
0425182878,chosen prey,John Sandford,2004,Berkley Publishing Group,"[2000, 2020)",3131,145,5,chosen prey
0553564528,guilty sin,TAMI HOAG,1997,Bantam,"[1980, 2000)",5940,112,4,guilty sin
055356451X,night sin,TAMI HOAG,1995,Bantam,"[1980, 2000)",5940,112,4,night sin
0743412621,second time around novel,Mary Higgins Clark,2004,Pocket,"[2000, 2020)",4239,913,5,second time around
0020442408,prince caspian,C. S. Lewis,1970,MacMillan Publishing Company.,"[1960, 1980)",796,716,3,prince caspian
042517736X,abduction,Robin Cook,2000,Berkley Publishing Group,"[2000, 2020)",5354,145,5,abduction
0671868713,never let go thomas capano deadly seducer,Ann Rule,2000,Pocket,"[2000, 2020)",319,913,5,never let go thomas capano deadly seducer
0345313860,vampire lestat vampire chronicle book ii,ANNE RICE,1986,Ballantine Books,"[1980, 2000)",64,111,4,vampire lestat vampire chronicle  ii
0345369947,mummy ramses damned,Anne Rice,1991,Ballantine Books,"[1980, 2000)",364,111,4,mummy ramses damned
0345353625,mother daughter,Marilyn French,1990,Ballantine Books,"[1980, 2000)",4135,111,4,mother daughter
006017143X,night listener,Armistead Maupin,2000,HarperCollins Publishers,"[2000, 2020)",429,518,5,night listener
0805056491,organizing inside,Julie Morgenstern,1998,Henry Holt & Company,"[1980, 2000)",3315,555,4,organizing inside
0679401377,hellfire club,Peter Straub,1996,Random House Inc,"[1980, 2000)",4974,970,4,hellfire club
1562827049,diary jack ripper discovery investigation debate,Jack,1993,Hyperion Books,"[1980, 2000)",2587,580,4,diary jack ripper discovery investigation debate
0385306032,vanished,Danielle Steel,1993,Delacorte Press,"[1980, 2000)",1295,285,4,vanished
0821772953,morning,Lisa Jackson,2004,Zebra Books,"[2000, 2020)",3834,1334,5,morning
0345379454,missing susan,SHARYN MCCRUMB,1992,Ballantine Books,"[1980, 2000)",5483,111,4,missing susan
0553576925,hiding shadow shadow trilogy paperback,Kay Hooper,2000,Bantam Books,"[2000, 2020)",3482,113,5,hiding shadow shadow trilogy 
0743206053,kitchen privilege memoir,Mary Higgins Clark,2002,Simon & Schuster,"[2000, 2020)",4239,1087,5,kitchen privilege memoir
0307001164,dalmatian,Justine Korman,1996,Golden Books Publishing Company,"[1980, 2000)",3327,455,4,dalmatian
0812519655,sacred ground,Mercedes Lackey,1995,Tor Books,"[1980, 2000)",4348,1191,4,sacred ground
0812524853,burning water burning water,Mercedes Lackey,1992,Tor Books,"[1980, 2000)",4348,1191,4,burning water burning water
193072229X,moveon way love country find political voice become catalyst change,Moveon,2004,Inner Ocean Publishing,"[2000, 2020)",4530,595,5,moveon way love country find political voice become catalyst change
1400077826,cold mountain mti vintage contemporary,CHARLES FRAZIER,2003,Vintage,"[2000, 2020)",814,1254,5,cold mountain mti vintage contemporary
0446394521,daisy fay miracle man,Fannie Flagg,1992,Warner Books,"[1980, 2000)",1937,1277,4,daisy fay miracle man
0590021117,little house prairie,Laura Ingall Wilder,1900,Scholastic Inc,"[1900, 1920)",3674,1049,0,little house prairie
068484267X,angela ash memoir,Frank McCourt,1999,Scribner,"[1980, 2000)",1996,1062,4,angela ash memoir
0553578693,next accident,LISA GARDNER,2002,Bantam,"[2000, 2020)",3624,112,5,next accident
0312986769,bleak midwinter rev clare ferguson mystery,Julia Spencer-Fleming,2003,St. Martin's Minotaur,"[2000, 2020)",3297,1124,5,bleak midwinter rev clare ferguson mystery
0345413377,amber spyglass dark material book,PHILIP PULLMAN,2001,Del Rey,"[2000, 2020)",4766,281,5,amber spyglass dark material
0345413369,subtle knife dark material book,PHILIP PULLMAN,1998,Del Rey,"[1980, 2000)",4766,281,4,subtle knife dark material
0679893105,golden compass dark material book,PHILIP PULLMAN,1998,Knopf Books for Young Readers,"[1980, 2000)",4766,640,4,golden compass dark material
0345369068,ever return pretty peggy,Sharyn McCrumb,1991,Fawcett Books,"[1980, 2000)",5630,410,4,ever return pretty peggy
0451184718,rosewood casket,Sharyn McCrumb,1997,Signet Book,"[1980, 2000)",5630,1081,4,rosewood casket
0060938455,fast food nation dark side american meal,Eric Schlosser,2002,Perennial,"[2000, 2020)",1854,878,5,fast food nation dark side american meal
080411952X,unsung hero,Suzanne Brockmann,2000,Ivy Books,"[2000, 2020)",5897,608,5,unsung hero
0060558865,ella enchanted rack,Gail Carson Levine,2004,Avon,"[2000, 2020)",2069,94,5,ella enchanted rack
0767912918,passing thin losing half weight finding self,FRANCES KUFFEL,2004,Broadway,"[2000, 2020)",1928,192,5,passing thin losing half weight finding self
0553298860,bloodline dog lover mystery,Susan Conant,1994,Bantam Books,"[1980, 2000)",5833,113,4,bloodline dog lover mystery
0385335679,kissing manhattan,DAVID SCHICKLER,2002,Delta,"[2000, 2020)",1215,291,5,kissing manhattan
0440122090,echo,Maeve Binchy,1989,Dell,"[1980, 2000)",4047,287,4,echo
0671525832,someone watch novel,Judith McNaught,2003,Pocket,"[2000, 2020)",3258,913,5,someone watch
0553279572,toynbee convector,Ray Bradbury,1989,Spectra Books,"[1980, 2000)",5133,1116,4,toynbee convector
0061009059,one money stephanie plum novel paperback,Janet Evanovich,1995,HarperTorch,"[1980, 2000)",2766,528,4,one money stephanie plum  
0060930187,bell jar novel perennial classic,Sylvia Plath,2000,Perennial,"[2000, 2020)",5920,878,5,bell jar  perennial classic
0679450432,dark lady,Richard North Patterson,1999,Alfred A. Knopf,"[1980, 2000)",5212,39,4,dark lady
0821775863,future scroll,Fern Michaels,2003,Zebra Books,"[2000, 2020)",1946,1334,5,future scroll
0821770209,face,Fern Michaels,2003,Zebra Books,"[2000, 2020)",1946,1334,5,face
0553562819,globalhead,Bruce Sterling,1994,Spectra Books,"[1980, 2000)",767,1116,4,globalhead
0446364193,along came spider alex cross novel,James Patterson,1993,Warner Books,"[1980, 2000)",2694,1277,4,along came spider alex cross
0446519138,simple abundance daybook comfort joy,Sarah Ban Breathnach,1995,Warner Books,"[1980, 2000)",5564,1277,4,simple abundance daybook comfort joy
0425179672,river king,Alice Hoffman,2001,Berkley Publishing Group,"[2000, 2020)",174,145,5,river king
0061042943,final appeal,Lisa Scottoline,1994,HarperTorch,"[1980, 2000)",3839,528,4,final appeal
0399144463,moved cheese amazing way deal change work life,Spencer Johnson,1998,Putnam Pub Group (Paper),"[1980, 2000)",5707,953,4,moved cheese amazing way deal change work life
0743444167,new cardiff,Charles Webb,2002,Washington Square Press,"[2000, 2020)",1007,1285,5,new cardiff
0618231617,almost novel,Elizabeth Benedict,2002,Mariner Books,"[2000, 2020)",1752,726,5,almost
0425174484,expecting adam true story birth rebirth everyday magic,Martha Beck,2000,Berkley Publishing Group,"[2000, 2020)",4192,145,5,expecting adam true  birth rebirth everyday magic
0140185216,road penguin th century classic,Jack Kerouac,1998,Penguin USA (Paper),"[1980, 2000)",2595,874,4,road penguin th century classic
0684717255,thou,Martin Buber,1971,Free Press,"[1960, 1980)",4209,435,3,thou
0486272745,prince dover thrift edition,NiccolÃÂ² Machiavelli,1992,Dover Publications,"[1980, 2000)",4642,329,4,prince dover thrift edition
0062507249,becoming man half life story,Paul Monette,1993,HarperSanFrancisco,"[1980, 2000)",4881,526,4,becoming man half life
0684801221,old man sea,Ernest Hemingway,1995,Scribner,"[1980, 2000)",1877,1062,4,old man sea
0060083298,dominant blonde,Alisa Kwitney,2002,Avon Trade,"[2000, 2020)",191,96,5,dominant blonde
0446672211,heart oprah book club paperback,Billie Letts,1998,Warner Books,"[1980, 2000)",690,1277,4,heart oprah  club 
0140293248,girl guide hunting fishing,Melissa Bank,2000,Penguin Books,"[2000, 2020)",4335,860,5,girl guide hunting fishing
